hour,node,soc_start_mwh,soc_end_mwh,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_eur_per_mwh,spot_revenue_eur,degradation_cost_eur,rho_charge_dual,sigma_discharge_dual,gamma_soc_transition_dual
1,N1,9.304346547734231e-08,4.736134623470991,5.059972999664159,1.8463360729264918e-07,-5.059972815030552,40.00000080476702,-202.3989166733213,37.949798882233246,-1.5124006342170413e-07,-1.0169293751441022e-07,-42.73504337877006
1,N2,9.30425775192848e-08,6.598510370069911,7.049690677655546,1.8463372952297493e-07,-7.049690493021816,40.00000085456226,-281.9876257452721,52.87268146716956,-4.322290624104949e-08,-3.3545083023222424e-08,-42.7350434490527
1,N3,9.30422767886999e-08,5.65934912990168,6.04631328431349,1.8463351052839298e-07,-6.046313099679979,40.000000855223725,-241.8525291581496,45.3473510171025,-9.577552922652544e-08,-6.781905830541597e-08,-42.73504344718651
1,N4,9.304232985953383e-08,5.9531202371296,6.3601713048562685,1.8463367406239967e-07,-6.360171120222595,40.000000831078324,-254.40685009470414,47.701286171174566,-9.227849352893808e-08,-6.469762833809221e-08,-42.73504343627882
1,N5,1.0427121270007604e-07,13.350971208782479,14.263858228386082,1.846335875828092e-07,-14.263858043752494,40.00000081182502,-570.5543333298566,106.97893809764753,-3.625395993325329e-08,-2.3291466246588698e-08,-42.73504352488004
2,N1,4.736134623470991,10.651902370968251,6.320264898242887,1.846335656370269e-07,-6.320264713609322,40.00000043951841,-252.81059132224556,47.401988121573396,-1.6259708443897943e-07,-1.0169293751619844e-07,-42.73504305084149
2,N2,6.598510370069911,22.323897167068367,16.800627130616228,1.8463380109424332e-07,-16.800626945982426,40.000000484637816,-672.0250859815162,126.00470486437521,-6.344360896907131e-08,-3.354508302529163e-08,-42.7350432170044
2,N3,5.65934912990168,14.846275234446935,9.815092202781159,1.8463340307253184e-07,-9.815092018147755,40.00000048577234,-392.6036854938104,73.61319290560922,-1.1753891232628713e-07,-6.781905830981909e-08,-42.73504317702334
2,N4,5.9531202371296,16.27354753565132,11.026097751901668,1.8463371096552226e-07,-11.026097567267957,40.00000046400943,-441.04390780693154,82.69573452401534,-1.1931314351131752e-07,-6.469762834276672e-08,-42.73504317997996
2,N5,13.350971208782479,63.43359999637767,53.50708224877491,1.8463360352229208e-07,-53.5070820641413,40.00000044828606,-2140.283306552131,401.30311825056384,-2.0956942684966709e-07,-2.3291466248934635e-08,-42.73504340663917
3,N1,10.651902370968251,16.194026188938246,5.921072665841946,1.84633551008542e-07,-5.921072481208395,40.000000405387645,-236.84290164866542,44.408046378566226,-1.4996588480383952e-07,-1.0169293750728575e-07,-42.7350429436196
3,N2,22.323897167068367,41.8152814690235,20.824128738475967,1.8463383066609528e-07,-20.824128553842137,40.000000443020255,-832.9651513791962,156.18096692332347,-6.214194211832492e-08,-3.3545083025112155e-08,-42.73504316806637
3,N3,14.846275234446935,24.45568666985995,10.266465419520172,1.8463336028970543e-07,-10.26646523488681,40.00000044504907,-410.6586139645532,76.9984920311515,-1.1081941116695966e-07,-6.781905830792631e-08,-42.73504310600215
3,N4,16.27354753565132,27.218082528726104,11.692879476851534,1.8463372651934004e-07,-11.692879292217807,40.00000042692403,-467.71517668068344,87.69659746113946,-1.1177363439652453e-07,-6.469762834115593e-08,-42.73504311482275
3,N5,63.43359999637767,115.17506077763176,55.279338652256634,1.846336115659501e-07,-55.27933846762302,40.00000041357427,-2211.1735615670327,414.59504127667685,-2.2457550796619934e-07,-2.329146624905928e-08,-42.73504338605996
4,N1,16.194026188938246,21.370108838144283,5.530003041094123,1.8463354861520833e-07,-5.530002856460575,40.00000040214983,-221.2001164823127,41.47502419295754,-1.4583447643435374e-07,-1.0169293750365444e-07,-42.7350429099047
4,N2,41.8152814690235,62.29413602882609,21.879118330193318,1.846338305521261e-07,-21.879118145559488,40.000000432166864,-875.1647352778094,164.0933888612036,-6.353671613330803e-08,-3.354508302517196e-08,-42.735043161255476
4,N3,24.45568666985995,34.24369043678652,10.457269192504741,1.8463336026078905e-07,-10.45726900787138,40.000000434884456,-418.29076486255894,78.42952032853577,-1.1133578144627454e-07,-6.781905830798166e-08,-42.735043097479554
4,N4,27.218082528726104,38.20121087340413,11.734111690102859,1.8463372654114595e-07,-11.734111505469132,40.000000420384666,-469.3644651516058,88.0058390605244,-1.1157906656944677e-07,-6.469762834107064e-08,-42.735043107102804
4,N5,115.17506077763176,167.0144884532126,55.38400413764848,1.8463361147620272e-07,-55.38400395301487,40.00000040958292,-2215.3601808049366,415.38003241711573,-2.2568247687995233e-07,-2.329146624906635e-08,-42.73504338301051
5,N1,21.370108838144283,26.717469423887113,5.7129922895308765,1.846335559926689e-07,-5.712992104897321,40.000000403340515,-228.519686500174,42.84744355623324,-1.4820109313518536e-07,-1.016929375057887e-07,-42.73504292907003
5,N2,62.29413602882609,85.22558296044343,24.499409325721874,1.8463380039622925e-07,-24.499409141088073,40.000000437594515,-979.97637636433,183.74557132766756,-7.178167692273704e-08,-3.354508302560498e-08,-42.73504319042805
5,N3,34.24369043678652,45.44926537698773,11.971768309251189,1.8463340247036066e-07,-11.971768124617787,40.00000043993417,-478.87073025150136,89.78826370413444,-1.2244596908726242e-07,-6.781905831043922e-08,-42.73504314498257
5,N4,38.20121087340413,50.75657656490513,13.4138524452556,1.8463371039771822e-07,-13.413852260621889,40.000000423397616,-536.5540961042686,100.60389472416983,-1.2394862090536955e-07,-6.469762834319339e-08,-42.73504315008292
5,N5,167.0144884532126,218.9824830784058,55.521361989798436,1.846336023709311e-07,-55.52136180516484,40.000000411200475,-2220.8544950370037,416.41021630824025,-2.3382955624578075e-07,-2.3291466249162315e-08,-42.735043393669216
6,N1,26.717469423887113,30.126579949611536,3.6422123108787665,1.8463358461817027e-07,-3.642212126245182,40.00000059556138,-145.68848721896816,27.31659371634263,-1.354059373257273e-07,-1.0169293749420118e-07,-42.735043011998684
6,N2,85.22558296044343,94.52082580278457,9.930815213247213,1.8463372915888872e-07,-9.930815028613484,40.00000065819528,-397.23260768095497,74.48111548410706,-5.014783462309791e-08,-3.3545083024463566e-08,-42.73504333396447
6,N3,45.44926537698773,52.89007917928925,7.949587606367041,1.846335100120302e-07,-7.949587421733531,40.00000065691208,-317.98350209152125,59.621908432504135,-1.1076407373829652e-07,-6.781905830948562e-08,-42.73504333209898
6,N4,50.75657656490513,58.86852188363143,8.666608457248394,1.846336735301853e-07,-8.66660827261472,40.00000062653527,-346.66433633452453,64.9995648141155,-1.0976642263502068e-07,-6.469762834210029e-08,-42.73504332029905
6,N5,218.9824830784058,253.50092214949717,36.87867443199727,1.8463358639275384e-07,-36.87867424736368,40.00000060491199,-1475.1469922028996,276.5900596247314,-9.161328735813013e-08,-2.3291466247702453e-08,-42.735043436978415
7,N1,30.126579949611536,39.36977591727699,9.875209577909787,1.8463358689052138e-07,-9.8752093932762,40.000000403808016,-395.00837971873676,74.06407321907531,-2.18799946989605e-07,-1.0169293753512486e-07,-42.73504317776272
7,N2,94.52082580278457,65.24614346605303,-8.648497416272154e-09,27.401102659603826,27.401102668252324,10000.000099913641,274011.02942026715,205.50826988216494,-3.354508269269672e-08,-1.0272173319695326e-07,-9360.000093480077
7,N3,52.89007917928925,52.89007917436715,-8.041454226758255e-09,-2.4379985647775655e-09,5.60345566198069e-09,8453.878786888123,4.7370934954086694e-05,-7.859589593651866e-08,-6.781905726005497e-08,-6.781905724486272e-08,-8334.356466334808
7,N4,58.86852188363143,58.86852188308607,-4.458972393627039e-09,-3.396031069723207e-09,1.0629413239038319e-09,4202.045176030177,4.466527462513226e-06,-5.891252597512685e-08,-6.469762750090025e-08,-6.469762928539766e-08,-3940.2155181452513
7,N5,253.50092214949717,195.09421193622515,1.241429304823896e-07,54.66868086838373,54.6686807442408,80.0000007843276,4373.494502417419,410.01510744394994,-2.3291466164634e-08,-2.4971547484954634e-07,-74.88000052677931
8,N1,39.36977591727699,19.684887686041275,8.964336688776641e-09,18.425055392290247,18.425055383325912,1805.2174092152202,33261.23074373455,138.18791550940938,-1.0169293465219508e-07,-0.5274547456068147,-1689.1897974787428
8,N2,65.24614346605303,30.252268343617345,-8.64849741942746e-09,32.75426710702288,32.75426711567138,10000.000099970128,327542.6744311621,245.65700323780788,-3.3545082693109e-08,-1.1792015430758828e-07,-9360.0000935141
8,N3,52.89007917436715,24.636861270613622,-8.502657072397775e-09,26.445011950464163,26.44501195896682,10000.000099875864,264450.1222308866,198.3375895647113,-6.781905730038266e-08,-1.2291802396454205e-06,-9360.000092401657
8,N4,58.86852188308607,29.434260768400314,-7.871731620594893e-09,27.55046839644947,27.5504684043212,10000.0000995825,275504.6867867565,206.62851291433304,-6.469762594273693e-08,-0.682119876333982,-9359.361629065528
8,N5,195.09421193622515,137.62382149698388,1.2414292207697402e-07,53.79228555989092,53.792285435748,80.0000007806513,4303.382876852857,403.44214263025384,-2.3291466164366217e-08,-2.19819506288414e-07,-74.88000055201785
9,N1,19.684887686041275,-7.009425369690095e-09,8.981700705063586e-09,18.42505488856429,18.42505487958259,1805.217409232005,33261.22983467759,138.18791173159494,-1.016929346540456e-07,-0.5274547623917668,-1689.1897974787428
9,N2,30.252268343617345,-9.819082566389814e-09,-8.64849742017555e-09,28.316123171239585,28.316123179888084,10000.000099905477,283161.23462781665,212.37092371943314,-3.3545082692592775e-08,-9.851392854218807e-08,-9360.000093478033
9,N3,24.636861270613622,-9.799303545028847e-09,-8.5025622895023e-09,23.06010215101744,23.060102159520003,10000.000099829786,230601.02389728508,172.95076606886155,-6.781905729792648e-08,-1.1835281638538109e-06,-9360.000092401457
9,N4,29.434260768400314,-9.713007750131584e-09,-7.87101341432785e-09,27.550468081418305,27.550468089289318,10000.000099596393,275504.6836368204,206.6285105516047,-6.469762594342085e-08,-0.6821198902257213,-9359.36162906553
9,N5,137.62382149698388,80.03990403115257,1.2414292358806418e-07,53.89854685677923,53.898546732636305,80.00000078438806,4311.883780888281,404.23910235691613,-2.3291466164372874e-08,-2.200394448777849e-07,-74.88000055530371
10,N1,-7.009425369690095e-09,2.8426714786733656e-07,4.839344689065762e-07,1.513381799213189e-07,-3.325962889852573e-07,80.00000079034379,-2.6607703381685996e-05,4.764544866209213e-06,-1.0169293979834989e-07,-1.0169293701213009e-07,-82.58367236248743
10,N2,-9.819082566389814e-09,2.837056349720773e-07,4.860449594093435e-07,1.5108290914268335e-07,-3.3496205026666016e-07,80.00000083426038,-2.679696430077838e-05,4.778459014140202e-06,-3.354508339396892e-08,-3.354508291977405e-08,-82.5867603160235
10,N3,-9.799303545028847e-09,2.837082556773134e-07,4.860284107480168e-07,1.5108447111058218e-07,-3.3494393963743465e-07,80.00000083676736,-2.6795515451264926e-05,4.778346613939493e-06,-6.781905950287082e-08,-6.78190579617147e-08,-82.5867607805137
10,N4,-9.713007750131584e-09,2.837265040895491e-07,4.859648315263414e-07,1.5109246195896061e-07,-3.348723695673808e-07,80.00000083150793,-2.6789789843839493e-05,4.777929701139765e-06,-6.469762913678038e-08,-6.469762836624433e-08,-82.58667750313181
10,N5,80.03990403115257,22.037666568558183,1.241429365556309e-07,54.29009437374948,54.29009424960655,80.00000078358443,4343.207582509396,407.17570873419317,-2.3291466164482512e-08,-2.3250952898265726e-07,-74.88000054256526
11,N1,2.8426714786733656e-07,4.9296816191359317e-08,1.8211051370859737e-07,3.794785230667619e-07,1.9736800935816455e-07,80.00000047151026,1.5789440841714205e-05,4.211917775815194e-06,-1.0169293704947241e-07,-1.0169293915526175e-07,-77.98132576771825
11,N2,2.837056349720773e-07,4.9287404463163075e-08,1.8220371861780976e-07,3.7904341282253223e-07,1.9683969420472247e-07,80.00000048394968,1.5747175631638305e-05,4.209353485802564e-06,-3.35450829570203e-08,-3.3545083266434277e-08,-77.98217791880406
11,N3,2.837082556773134e-07,4.928737237474406e-08,1.8220281981740414e-07,3.790451084019533e-07,1.9684228858454913e-07,80.00000048368878,1.5747383181974337e-05,4.209359461645181e-06,-6.781905809585054e-08,-6.781905908119529e-08,-77.98217797626126
11,N4,2.837265040895491e-07,4.9287740754338434e-08,1.8220015902245132e-07,3.7905951300069064e-07,1.9685935397823932e-07,80.000000483369,1.5748748413414855e-05,4.209447540173565e-06,-6.469762808425817e-08,-6.469762912021181e-08,-77.98216136735556
11,N5,22.037666568558183,5.944891739998895e-08,1.2414293077477118e-07,20.6272559612874,20.627255837144467,80.00000047499728,1650.1804767694478,154.7044206407275,-2.3291466162074543e-08,-4.4887527039800705e-08,-74.88000047241664
12,N1,4.9296816191359317e-08,5.159847708082196,5.5126579497160995,1.7049136173060202e-07,-5.512657779224738,40.00000078508879,-220.50631549691533,41.34493590155596,-1.8660107012972395e-07,-1.0169293753192149e-07,-42.73504350755316
12,N2,4.9287404463163075e-08,5.711024277850914,6.101521806316757,1.704914414844664e-07,-6.101521635825316,40.00000079386594,-244.06087027680283,45.76141482606149,-4.679335634478805e-08,-3.354508302417706e-08,-42.735043444431696
12,N3,4.928737237474406e-08,5.280349644902279,5.641399335217671,1.7049130708498193e-07,-5.641399164726364,40.000000792293605,-225.65597105869904,42.31049629281734,-1.0823053097645146e-07,-6.781905830984802e-08,-42.735043464584884
12,N4,4.9287740754338434e-08,5.670586841701833,6.0583194172681925,1.7049140442704468e-07,-6.058319246776788,40.00000079499171,-242.33277468738513,45.43739690819697,-1.0620950122903383e-07,-6.469762834250623e-08,-42.735043485139514
12,N5,5.944891739998895e-08,57.859880649196796,61.81611193335221,1.6835812918696897e-07,-61.81611176499408,40.00000079105945,-2472.644519499983,463.6208407628275,-4.657904176393342e-06,-2.3291466299482676e-08,-42.735048531445536
13,N1,5.159847708082196,16.892466127518695,12.534848933317694,1.7049133337908468e-07,-12.53484876282636,40.00000043278443,-501.3939559379418,94.0113682785677,-2.684929575323432e-07,-1.0169293754581013e-07,-42.73504329571842
13,N2,5.711024277850914,38.76129134835503,35.310114586167884,1.7049149217208316e-07,-35.310114415676395,40.000000440169316,-1412.4045921694847,264.8258606749453,-1.1644281574894994e-07,-3.3545083026973126e-08,-42.735043269437384
13,N3,5.280349644902279,22.088461141260787,17.957384271909458,1.7049122833471443e-07,-17.957384101418228,40.00000043754305,-718.2953719138577,134.68038331800517,-1.8189495725118718e-07,-6.781905831757876e-08,-42.73504326766368
13,N4,5.670586841701833,24.382678536294627,19.991551150365126,1.704914309901111e-07,-19.991550979873693,40.000000441573356,-799.662048022684,149.9366349064242,-1.9705265242076533e-07,-6.469762835035148e-08,-42.73504330317419
13,N5,57.859880649196796,115.71976123853143,61.816111932910786,1.6835818347386976e-07,-61.8161117645526,40.00000043827102,-2472.6444976743146,463.62084075951725,-4.98697121771472e-06,-2.329146630267669e-08,-42.73504850611911
14,N1,16.892466127518695,28.903625294240044,12.832435201784412,1.7049133185629652e-07,-12.83243503129308,40.00000042695562,-513.2974067306035,96.24326529206807,-2.5945960227455367e-07,-1.0169293754404176e-07,-42.7350432752648
14,N2,38.76129134835503,73.60356505131625,37.22465158665626,1.704914904028683e-07,-37.22465141616477,40.00000043398473,-1488.986072801521,279.1848881786081,-1.1034938527024766e-07,-3.354508302680716e-08,-42.73504325438103
14,N3,22.088461141260787,39.56005757787056,18.66623570380184,1.7049122673907911e-07,-18.666235533310612,40.00000043125921,-746.6494293824105,139.99676905719798,-1.738916908264337e-07,-6.781905831679655e-08,-42.735043248120434
14,N4,24.382678536294627,43.68353785463455,20.62057638941121,1.7049142936600186e-07,-20.62057621891978,40.00000043544689,-824.823057735957,154.65432419926978,-1.890098028743382e-07,-6.469762834970257e-08,-42.73504328512201
14,N5,115.71976123853143,173.57964182749785,61.816111932517416,1.68358230325367e-07,-61.81611176415919,40.0000004323003,-2472.644497289491,463.6208407565673,-4.990080382451856e-06,-2.3291466302703505e-08,-42.73504850306204
15,N1,28.903625294240044,39.369743739065804,11.181750669844693,1.7049135357827937e-07,-11.181750499353338,40.000000487706956,-447.27002542755105,83.86313130252036,-2.858452632448486e-07,-1.0169293754980537e-07,-42.735043380464504
15,N2,73.60356505131625,94.52079361141176,22.34746660496204,1.7049143397266948e-07,-22.347466434470608,40.000000495663166,-893.8986684556403,167.60600081590104,-9.684446416744632e-08,-3.354508302660047e-08,-42.735043300221086
15,N3,39.56005757787056,52.89004700624495,14.241441891584632,1.704912993669235e-07,-14.241441721093333,40.00000049361283,-569.6576758734917,106.81081546556949,-1.8120407536412032e-07,-6.781905831796733e-08,-42.735043326483606
15,N4,43.68353785463455,58.86848969664633,16.223239342052032,1.704913965394931e-07,-16.223239171560635,40.00000049678843,-648.929574921943,121.67429634407571,-1.930543019379267e-07,-6.469762835045894e-08,-42.735043356489925
15,N5,173.57964182749785,231.43952241619306,61.81611193222771,1.6835826380858634e-07,-61.81611176386945,40.00000049326735,-2472.6445010466477,463.6208407543948,-4.9416922656246434e-06,-2.3291466302250144e-08,-42.73504851649873
16,N1,39.369743739065804,39.36977586067522,3.4513490547788343e-05,1.7130459670609265e-07,-3.434218595108225e-05,40.000005504986525,-0.0013736876270965608,0.0002601359635837083,-1.0684353406205504e-07,-1.0169293730781529e-07,-42.735046034217895
16,N2,94.52079361141176,94.52082574356896,3.452475950054768e-05,1.713045634617881e-07,-3.4353454937085895e-05,40.0000055146118,-0.0013741383869294037,0.000260220480480071,-3.430915036150634e-08,-3.354508299021117e-08,-42.73504597616681
16,N3,52.89004700624495,52.89007912010155,3.450520766069125e-05,1.7130463175527966e-07,-3.433390302893597e-05,40.00000551377184,-0.0013733563104667463,0.000260073842193349,-7.027988025149687e-08,-6.781905820143707e-08,-42.73504599930144
16,N4,58.86848969664633,58.86852182464292,3.452031442888564e-05,1.7130458066017843e-07,-3.434900984822546e-05,40.000005514976806,-0.001373960583363011,0.0002601871425715937,-6.6977846429266e-08,-6.469762824250838e-08,-42.73504601521324
16,N5,231.43952241619306,253.50092213718386,23.569871691083673,1.702242421294722e-07,-23.56987152085943,40.00000550979106,-942.7949906994445,176.7740389598094,-4.627976160630385e-08,-2.3291466253668305e-08,-42.735048594622775
17,N1,39.36977586067522,39.369775626215215,1.8219641296881674e-07,3.790761137199808e-07,1.968797007511641e-07,80.00000077570964,1.5750376212814607e-05,4.209543950165982e-06,-1.0169293704563537e-07,-1.0169293916439702e-07,-77.98134765430024
17,N2,94.52082574356896,94.52082550921232,1.8221409798502565e-07,3.7899487575381934e-07,1.9678077776879368e-07,80.00000079346333,1.5742462377641826e-05,4.2090673030413375e-06,-3.354508295295601e-08,-3.354508327180575e-08,-77.98224689502776
17,N3,52.89007912010155,52.890078885753724,1.8221513683159237e-07,3.789875124487428e-07,1.9677237561715045e-07,80.00000079432465,1.5741790205673184e-05,4.209019869602514e-06,-6.781905807986555e-08,-6.781905910178981e-08,-77.98224683372075
17,N4,58.86852182464292,58.8685215903073,1.8221754920481262e-07,3.789781958434741e-07,1.967606466386615e-07,80.00000079117453,1.574085188676493e-05,4.208968087862151e-06,-6.46976281275317e-08,-6.469762907294192e-08,-77.98224672358019
17,N5,253.50092213718386,213.46266299072823,1.241429296577782e-07,37.475810669843604,37.475810545700675,80.00000077550052,2998.064872718565,281.068580954899,-2.3291466162975098e-08,-7.567870380671763e-08,-74.88000069663637
18,N1,39.369775626215215,39.369775919255154,4.855894116344218e-07,1.511375600413505e-07,-3.344518515930713e-07,80.00000079964742,-2.6756148394889268e-05,4.775452287568292e-06,-1.0169293993607583e-07,-1.0169293685548175e-07,-82.58377830948763
18,N2,94.52082550921232,94.52082580267773,4.859892616437348e-07,1.5108961423047395e-07,-3.348996474132608e-07,80.00000085442028,-2.6791972079205916e-05,4.778091569056565e-06,-3.354508339740622e-08,-3.3545082915961583e-08,-82.58701337684654
18,N3,52.890078885753724,52.8900791792489,4.860167797019208e-07,1.5108587120136823e-07,-3.349309085005526e-07,80.00000085906275,-2.6794472967770876e-05,4.7782698817746675e-06,-6.781905949890101e-08,-6.781905796661568e-08,-82.58701323714754
18,N4,58.8685215903073,58.86852188385739,4.860686941252495e-07,1.5107995845060385e-07,-3.349887356746457e-07,80.00000085269569,-2.6799099139615105e-05,4.7786148943189e-06,-6.46976294243945e-08,-6.469762803845822e-08,-82.58701272986752
18,N5,213.46266299072823,180.0706565730716,1.2414293885714728e-07,31.254918115687747,31.254917991544808,80.00000078805593,2500.393463954208,234.41188679873017,-2.329146616271875e-08,-5.6410918924002654e-08,-74.88000073794319
19,N1,39.369775919255154,19.68490608705525,-4.124105205912951e-09,18.425038159325993,18.425038163450097,1805.2174096404365,33261.19966594957,138.18778616401417,-1.016929354233478e-07,-4.947165104681108e-07,-1689.6834950852888
19,N2,94.52082580267773,90.88451414717503,-7.869967429385336e-09,3.403587702655686,3.4035877105256533,10000.000097410637,34035.87743680218,25.52690771089289,-3.354508267571833e-08,-3.606128404758143e-08,-9360.000091879328
19,N3,52.8900791792489,48.523762674311925,-8.15359826958305e-09,4.086872241477674,4.086872249631273,10000.000098067867,40868.72289710357,30.651541749930566,-6.781905721113109e-08,-8.008846029827638e-08,-9360.000092242008
19,N4,58.86852188385739,42.79543324779826,-8.648497421094246e-09,15.044410955774433,15.04441096442293,10000.000099834358,150444.11114617842,112.83308210344453,-6.46976273655279e-08,-1.8216162165078737e-07,-9360.000093379474
19,N5,180.0706565730716,150.217094492627,1.2414293112263596e-07,27.942934216057267,27.942934091914335,80.0000007910562,2235.4347494575777,209.57200755150149,-2.329146616259523e-08,-4.986634221156935e-08,-74.880000754591
20,N1,19.68490608705525,19.684870547618218,-4.121385955510653e-09,3.326130233397157e-05,3.326542371992708e-05,1805.217409366698,0.060051322029172266,0.00024942885711012045,-1.016929353879163e-07,-2.325738398089276e-07,-1689.6834951339424
20,N2,90.88451414717503,40.392624659435334,-7.872699885401313e-09,47.26040855362711,47.26040856149981,10000.000099794159,472604.0903313108,354.45306409315805,-3.354508270445019e-08,-8.950885619141677e-07,-9360.000092602986
20,N3,48.523762674311925,20.2705218983371,-8.155104709352788e-09,26.445033359167784,26.44503336732289,10000.000099849049,264450.3363137403,198.3377501325951,-6.781905728218482e-08,-8.489237245362673e-07,-9360.000092734852
20,N4,42.79543324779826,21.489097307299414,-8.648497421479969e-09,19.942730432730002,19.9427304413785,10000.000099954319,199427.30640714706,149.57047818061127,-6.469762736849677e-08,-2.2174038228688316e-07,-9360.000093443507
20,N5,150.217094492627,121.66207952439977,1.2414294034538787e-07,26.72749411902182,26.72749399487888,80.0000007914981,2138.199540745071,200.4562068237357,-2.3291466162540623e-08,-4.7512433405479137e-08,-74.8800007610016
21,N1,19.684870547618218,-9.182093112614899e-09,-4.12410525369781e-09,18.42503883755198,18.425038841676084,1805.2174094391512,33261.20088658624,138.18779125070907,-1.0169293540355803e-07,-3.409554914331804e-07,-1689.6834950598995
21,N2,40.392624659435334,-9.712966184351035e-09,-7.869967429116652e-09,37.80749668342796,37.80749669129793,10000.000099201166,378074.970663527,283.556225066685,-3.354508269464683e-08,-3.1371454582628794e-07,-9360.000092596387
21,N3,20.2705218983371,-9.751781153556973e-09,-8.153598269719976e-09,18.97320849882786,18.973208506981457,10000.000099410074,189732.08695594262,142.29906368005695,-6.781905725966939e-08,-4.382808635167274e-07,-9360.000092716376
21,N4,21.489097307299414,-9.819066202836627e-09,-8.648497421494093e-09,20.113795081245982,20.11379508989448,10000.000099939174,201137.9529091009,150.85346304448112,-6.469762736978834e-08,-2.48519363422349e-07,-9360.000093399422
21,N5,121.66207952439977,93.03865994687536,1.241429295828435e-07,26.791520833323965,26.791520709181036,80.0000007912434,2143.3216779330965,200.9364071810017,-2.3291466162546856e-08,-4.777665190459816e-08,-74.88000076005372
22,N1,-9.182093112614899e-09,4.378148067573244e-07,6.354799805437593e-07,1.3835237075620204e-07,-4.971276097875572e-07,80.00000079033816,-3.97702091759035e-05,5.80374263474971e-06,-1.0169294136820158e-07,-1.0169293671850183e-07,-83.26254113480292
22,N2,-9.712966184351035e-09,4.3769842203306727e-07,6.358945448306228e-07,1.3832760777642587e-07,-4.975669370541969e-07,80.00000083141025,-3.9805355378018004e-05,5.806666144552865e-06,-3.354508361230888e-08,-3.354508289817454e-08,-83.26436548280141
22,N3,-9.751781153556973e-09,4.376869095771585e-07,6.359214494988055e-07,1.383256236961559e-07,-4.975958258026496e-07,80.00000083509701,-3.9807666479752755e-05,5.806853048962211e-06,-6.781906018892137e-08,-6.781905790678948e-08,-83.26436541466688
22,N4,-9.819066202836627e-09,4.3767424757923313e-07,6.359763605753877e-07,1.3832260389463768e-07,-4.976537566807501e-07,80.00000081838655,-3.981230094173315e-05,5.80724223352519e-06,-6.469763006339623e-08,-6.469762797861077e-08,-83.26436504364756
22,N5,93.03865994687536,63.60133633874441,1.2414294270957684e-07,27.55333500597171,27.553334881828768,80.0000007856742,2204.2668121942456,206.6500134758599,-2.3291466162571698e-08,-4.911390916921312e-08,-74.88000075139519
23,N1,4.378148067573244e-07,4.510012191603614e-07,2.6477203708213434e-07,2.196232405902672e-07,-4.514879649186714e-08,80.00000077516667,-3.611903754347213e-06,3.6329645825430115e-06,-1.0169293789213549e-07,-1.0169293749382624e-07,-80.27139914089885
23,N2,4.3769842203306727e-07,4.509440198126141e-07,2.648054529803665e-07,2.1959711861263146e-07,-4.5208334367735024e-08,80.00000079777105,-3.6166667854847025e-06,3.6330192869474843e-06,-3.354508308093806e-08,-3.354508301888084e-08,-80.27220118415457
23,N3,4.376869095771585e-07,4.5093684398604526e-07,2.6480735726716393e-07,2.1959472786561533e-07,-4.5212629401548595e-08,80.00000080111977,-3.6170103883446186e-06,3.633015638495844e-06,-6.781905849006458e-08,-6.781905829181196e-08,-80.27220117760413
23,N4,4.3767424757923313e-07,4.509316705612415e-07,2.6481195555702025e-07,2.1959174710452334e-07,-4.52202084524969e-08,80.00000078963856,-3.6176167119073727e-06,3.633027769961577e-06,-6.469762850577578e-08,-6.469762832670237e-08,-80.27220108304584
23,N5,63.60133633874441,32.05981902788196,1.2414293743559798e-07,29.522860311728383,29.522860187585447,80.00000077495892,2361.8288378858397,221.42145326903488,-2.329146616265112e-08,-5.355940452580668e-08,-74.88000073130428
24,N1,4.510012191603614e-07,9.304346547734231e-08,1.6637496775226234e-07,4.80808901195192e-07,3.1443393344292964e-07,80.00000073338617,2.515471490603587e-05,4.853879017105907e-06,-1.0169293696308513e-07,-1.0169294007832805e-07,-77.34054800900134
24,N2,4.509440198126141e-07,9.30425775192848e-08,1.6638063317747575e-07,4.807611571908101e-07,3.1438052401333435e-07,80.00000075139494,2.515044215729068e-05,4.853563427762143e-06,-3.3545082939193e-08,-3.3545083412090605e-08,-77.34086096230354
24,N3,4.5093684398604526e-07,9.30422767886999e-08,1.6638088490514948e-07,4.80754942638577e-07,3.1437405773342754e-07,80.00000075455264,2.514992485588598e-05,4.8535187065779485e-06,-6.781905803683855e-08,-6.781905954943002e-08,-77.34086094284689
24,N4,4.509316705612415e-07,9.304232985953383e-08,1.663817098190647e-07,4.807507733424416e-07,3.143690635233769e-07,80.00000074513108,2.514952531611631e-05,4.853493623711297e-06,-6.469762808990724e-08,-6.469762948251096e-08,-77.34086090874779
24,N5,32.05981902788196,1.0427121270007604e-07,1.2414292908258707e-07,30.00799062126078,30.007990497117852,80.00000073517052,2400.639261830418,225.0599305905278,-2.3291466162718433e-08,-6.029588096619824e-08,-74.88000068151767
